,latitude,longitude,address
196,,,"город Москва, Большая Переяславская улица, дом 11"
197,,,"город Москва, Перовская улица, дом 6, корпус 1"
198,,,"город Москва, Петровско-Разумовский проезд, дом 2"
199,,,"город Москва, Петрозаводская улица, дом 11, корпус 3"
200,,,"город Москва, улица Плеханова, дом 31, корпус 1"
201,,,"город Москва, улица Плещеева, дом 7"
202,,,"город Москва, Подъёмный переулок, дом 1"
203,,,"город Москва, Полярная улица, дом 6, корпус 1"
204,,,"город Москва, Попутная улица, дом 5"
205,,,"город Москва, 2-я Прогонная улица, дом 10"
206,,,"город Москва, Пролетарский проспект, дом 19, корпус 3"
207,,,"город Москва, Профсоюзная улица, дом 69"
208,,,"город Москва, Псковская улица, дом 6"
209,,,"город Москва, улица 50 лет Октября, дом 1, корпус 1"
210,,,"город Москва, бульвар Яна Райниса, дом 10"
211,,,"город Москва, бульвар Яна Райниса, дом 22, корпус 1"
212,,,"город Москва, улица Петра Романова, дом 6"
213,,,"город Москва, проезд Русанова, дом 35"
214,,,"город Москва, улица Генерала Рычагова, дом 12"
215,,,"город Москва, Свободный проспект, дом 32"
216,,,"город Москва, улица Свободы, дом 32"
217,,,"город Москва, улица Серпуховский Вал, дом 14"
218,,,"город Москва, Славянский бульвар, дом 13, корпус 1"
219,,,"город Москва, Смольная улица, дом 15"
220,,,"город Москва, Совхозная улица, дом 16"
221,,,"город Москва, 5-я улица Соколиной Горы, дом 16, корпус 1"
222,,,"город Москва, улица Сокольнический Вал, дом 22"
223,,,"город Москва, Ставропольская улица, дом 17"
224,,,"город Москва, улица Сталеваров, дом 14, корпус 1"
225,,,"город Москва, Сторожевая улица, дом 18"
226,,,"город Москва, Стрелецкая улица, дом 10"
227,,,"город Москва, Студёный проезд, дом 26"
228,,,"город Москва, Судостроительная улица, дом 9"
229,,,"город Москва, Сумской проезд, дом 9"
230,,,"город Москва, Ташкентская улица, дом 8"
231,,,"город Москва, Тимирязевская улица, дом 16"
232,,,"город Москва, Тихвинская улица, дом 17, строение 1"
233,,,"город Москва, улица Толбухина, дом 8, корпус 1"
234,,,"город Москва, улица Трофимова, дом 32, корпус 1"
235,,,"город Москва, улица Трофимова, дом 32, корпус 1"
236,,,"город Москва, улица Марии Ульяновой, дом 16"
237,,,"город Москва, Уральская улица, дом 12/21"
238,,,"город Москва, Уссурийская улица, дом 1, корпус 5"
239,,,"город Москва, Уссурийская улица, дом 9"
240,,,"город Москва, улица Фабрициуса, дом 22, строение 1"
241,,,"город Москва, Ферганский проезд, дом 14, корпус 3"
242,,,"город Москва, 2-я Филёвская улица, дом 7, корпус 7"
243,,,"город Москва, Флотская улица, дом 28, корпус 1"
244,,,"город Москва, Халтуринская улица, дом 18"
245,,,"город Москва, Чапаевский переулок, дом 10/2"
246,,,"город Москва, проезд Черепановых, дом 68"
247,,,"город Москва, Большая Черкизовская улица, дом 6, корпус 6"
248,,,"город Москва, Хабаровская улица, дом 7/50"
249,,,"город Москва, Хабаровская улица, дом 7/50"
250,,,"город Москва, Чертановская улица, дом 47, корпус 2"
251,,,"город Москва, Чонгарский бульвар, дом 18, корпус А"
252,,,"город Москва, улица Маршала Чуйкова, дом 7, корпус 4"
253,,,"город Москва, Шенкурский проезд, дом 2"
254,,,"город Москва, Шенкурский проезд, дом 6"
255,,,"город Москва, Широкая улица, дом 21"
256,,,"город Москва, Шоссейная улица, дом 13"
257,,,"город Москва, Щёлковское шоссе, дом 12, корпус 3"
258,,,"город Москва, Щёлковское шоссе, дом 89/2"
259,,,"город Москва, Энергетическая улица, дом 14, корпус 1"
260,,,"город Москва, шоссе Энтузиастов, дом 66/1"
261,,,"город Москва, улица Юных Ленинцев, дом 10/15, корпус 1"
262,,,"город Москва, Юрьевский переулок, дом 22, корпус 1"
263,,,"город Москва, улица Яблочкова, дом 31"
264,,,"город Москва, улица Шаболовка, дом 65, корпус 1"
265,,,"город Москва, Дубнинская улица, дом 50"
266,,,"город Москва, проезд Дежнёва, дом 29, корпус 1"
267,,,"город Москва, Дмитровский проезд, дом 20, корпус 2"
268,,,"город Москва, 1-я Вольская улица, дом 22, корпус 1"
269,,,"город Москва, улица Декабристов, дом 10, корпус 2"
270,,,"город Москва, улица Декабристов, дом 10, корпус 2"
271,,,"город Москва, Лермонтовский проспект, дом 6"
272,,,"город Москва, Мироновская улица, дом 18"
273,,,"город Москва, Люблинская улица, дом 171"
274,,,"город Москва, улица Авиаконструктора Миля, дом 8, корпус 1"
275,,,"город Москва, Братиславская улица, дом 26"
276,,,"город Москва, улица Тёплый Стан, дом 12, корпус 1"
277,,,"город Москва, проезд Одоевского, дом 7, корпус 7"
278,,,"город Москва, Петрозаводская улица, дом 12, корпус 1"
279,,,"город Москва, Коровинское шоссе, дом 19"
280,,,"город Москва, Коровинское шоссе, дом 19"
281,,,"город Москва, Ярославское шоссе, дом 122, корпус 1"
282,,,"город Москва, Сиреневый бульвар, дом 51"
283,,,"город Москва, улица Лескова, дом 26А"
284,,,"город Москва, улица Чистова, дом 16, корпус 7"
285,,,"город Москва, Азовская улица, дом 24, корпус 2"
286,,,"город Москва, город Зеленоград, корпус 848"
287,,,"город Москва, Электролитный проезд, дом 16, корпус 7"
288,,,"город Москва, город Троицк, Октябрьский проспект, дом 15"
289,,,"город Москва, город Щербинка, Почтовая улица, дом 15"
290,,,"город Москва, Авиамоторная улица, дом 6, строение 4"
291,,,"город Москва, улица Старый Гай, дом 8Ж"
292,,,"город Москва, улица Лескова, дом 34"
293,,,"город Москва, Алтайская улица, дом 17А"
294,,,"город Москва, Открытое шоссе, дом 2, корпус 12"
295,,,"город Москва, Главная улица, дом 21А"
296,,,"город Москва, Главная улица, дом 21А"
297,,,"город Москва, город Зеленоград, корпус 601А"
298,,,"город Москва, город Зеленоград, корпус 1406"
299,,,"город Москва, Севастопольский проспект, дом 3Б"
300,,,"город Москва, улица Введенского, дом 29"
301,,,"город Москва, Профсоюзная улица, дом 128, корпус 3"
302,,,"город Москва, улица Генерала Тюленева, дом 25А"
303,,,"город Москва, Нахимовский проспект, дом 65"
304,,,"город Москва, Профсоюзная улица, дом 142, корпус 1"
305,,,"город Москва, Нагорная улица, дом 31, строение А"
306,,,"город Москва, Коровинское шоссе, дом 33А"
307,,,"город Москва, Гостиничная улица, дом 10, корпус 5"
308,,,"город Москва, Ботаническая улица, дом 29, корпус 2"
309,,,"город Москва, улица Девятая Рота, дом 2"
310,,,"город Москва, бульвар Маршала Рокоссовского, дом 5"
311,,,"город Москва, бульвар Маршала Рокоссовского, дом 5"
312,,,"город Москва, Дубнинская улица, дом 32"
313,,,"город Москва, Дмитровское шоссе, дом 91"
314,,,"город Москва, Ясный проезд, дом 26, корпус 2"
315,,,"город Москва, Ботаническая улица, дом 14"
316,,,"город Москва, улица Дыбенко, дом 28, строение 2"
317,,,"город Москва, Булатниковская улица, дом 9А"
318,,,"город Москва, Нагорный бульвар, дом 16"
319,,,"город Москва, Кирпичная улица, дом 3"
320,,,"город Москва, улица Шумкина, дом 10"
321,,,"город Москва, 3-я Парковая улица, дом 53, строение 1"
322,,,"город Москва, Челябинская улица, дом 15"
323,,,"город Москва, улица 26-ти Бакинских Комиссаров, дом 12, корпус 2"
324,,,"город Москва, проезд Дежнёва, дом 23, корпус 2"
325,,,"город Москва, улица Плеханова, дом 23А"
326,,,"город Москва, Вешняковская улица, дом 29Б"
327,,,"город Москва, улица Молдагуловой, дом 12А"
328,,,"город Москва, Мартеновская улица, дом 39, строение 2"
329,,,"город Москва, улица Старый Гай, дом 8Д"
330,,,"город Москва, Снайперская улица, дом 8Б"
331,,,"город Москва, улица Молостовых, дом 3А"
332,,,"город Москва, улица Молостовых, дом 3А"
333,,,"город Москва, улица Мусы Джалиля, дом 8, корпус 5"
334,,,"город Москва, Шипиловская улица, дом 41, корпус 3"
335,,,"город Москва, Бирюлёвская улица, дом 49, корпус 4, строение 2"
336,,,"город Москва, улица Генерала Белова, дом 23"
337,,,"город Москва, Ясеневая улица, дом 29"
338,,,"город Москва, Бирюлёвская улица, дом 34"
339,,,"город Москва, Тамбовская улица, дом 5"
340,,,"город Москва, улица Генерала Белова, дом 35"
341,,,"город Москва, Кантемировская улица, дом 6, корпус 1"
342,,,"город Москва, Коломенская улица, дом 17"
343,,,"город Москва, Ярославская улица, дом 8, корпус 6"
344,,,"город Москва, Звёздный бульвар, дом 10, строение 1"
345,,,"город Москва, Беловежская улица, дом 63"
346,,,"город Москва, улица Степана Шутова, дом 4, строение 1"
347,,,"город Москва, Зарайская улица, дом 37А"
348,,,"город Москва, улица Юных Ленинцев, дом 99"
349,,,"город Москва, Спортивный проезд, дом 5"
350,,,"город Москва, улица Судакова, дом 11, строение 2"
351,,,"город Москва, Краснодарская улица, дом 34А, строение 1"
352,,,"город Москва, Новопетровская улица, дом 1, строение 1"
353,,,"город Москва, Фортунатовская улица, дом 20"
354,,,"город Москва, улица Борисовские Пруды, дом 34, корпус 3"
355,,,"город Москва, Бескудниковский бульвар, дом 24"
356,,,"город Москва, Лобненская улица, дом 14Б"
357,,,"город Москва, 1-й Волоколамский проезд, дом 10"
358,,,"город Москва, Звёздный бульвар, дом 40"
359,,,"город Москва, улица Академика Комарова, дом 9"
360,,,"город Москва, 9-я Северная линия, дом 3Б"
361,,,"город Москва, Путевой проезд, дом 34А"
362,,,"город Москва, 9-я Северная линия, дом 19"
363,,,"город Москва, проезд Нансена, дом 1"
364,,,"город Москва, Высоковольтный проезд, дом 2А"
365,,,"город Москва, Ярославское шоссе, дом 146, корпус 1"
366,,,"город Москва, Большая Косинская улица, дом 18, строение 7"
367,,,"город Москва, улица Руднёвка, дом 5"
368,,,"город Москва, Краснобогатырская улица, дом 77, строение 1"
369,,,"город Москва, Щербаковская улица, дом 53, корпус 1"
370,,,"город Москва, Саянская улица, дом 11А"
371,,,"город Москва, 9-я улица Соколиной Горы, дом 3, строение 2"
372,,,"город Москва, 3-я Парковая улица, дом 55"
373,,,"город Москва, Вешняковская улица, дом 15А"
374,,,"город Москва, Лухмановская улица, дом 10"
375,,,"город Москва, Батайский проезд, дом 17А"
376,,,"город Москва, улица Полбина, дом 30, строение 2"
377,,,"город Москва, улица Верхние Поля, дом 45, корпус 1, строение 1"
378,,,"город Москва, улица Верхние Поля, дом 45, корпус 1, строение 1"
379,,,"город Москва, Новомарьинская улица, дом 4, корпус 1"
380,,,"город Москва, Зеленодольская улица, дом 28, строение 1"
381,,,"город Москва, Новочеркасский бульвар, дом 55, корпус 2"
382,,,"город Москва, улица Маршала Баграмяна, дом 5"
383,,,"город Москва, улица Маршала Баграмяна, дом 5"
384,,,"город Москва, улица Липчанского, дом 4, корпус 2"
385,,,"город Москва, улица Архитектора Власова, дом 41, строение 1"
386,,,"город Москва, улица Миклухо-Маклая, дом 36А"
387,,,"город Москва, улица Генерала Тюленева, дом 12, строение 1"
388,,,"город Москва, улица Знаменские Садки, дом 7А, строение 1"
389,,,"город Москва, улица Знаменские Садки, дом 7А, строение 1"
390,,,"город Москва, Южнобутовская улица, дом 70"
391,,,"город Москва, Митинская улица, дом 41"
392,,,"город Москва, Пятницкое шоссе, дом 18"
393,,,"город Москва, Пятницкое шоссе, дом 18"
394,,,"город Москва, Пятницкое шоссе, дом 18"
395,,,"город Москва, Пятницкое шоссе, дом 18"
396,,,"город Москва, Пятницкое шоссе, дом 18"
397,,,"город Москва, Пятницкое шоссе, дом 18"
398,,,"город Москва, Пятницкое шоссе, дом 18"
399,,,"город Москва, Пятницкое шоссе, дом 18"
400,,,"город Москва, Пятницкое шоссе, дом 18"
401,,,"город Москва, Пятницкое шоссе, дом 18"
402,,,"город Москва, Пятницкое шоссе, дом 18"
403,,,"город Москва, Пятницкое шоссе, дом 18"
404,,,"город Москва, Пятницкое шоссе, дом 18"
405,,,"город Москва, Пятницкое шоссе, дом 18"
406,,,"город Москва, Пятницкое шоссе, дом 18"
407,,,"город Москва, Пятницкое шоссе, дом 18"
408,,,"город Москва, Смольная улица, дом 24А"
409,,,"город Москва, Смольная улица, дом 24А"
410,,,"город Москва, Зеленоградская улица, дом 18А"
411,,,"город Москва, улица Черняховского, дом 6/40, строение А"
412,,,"город Москва, Флотская улица, дом 13, корпус 3, строение 1"
413,,,"город Москва, Часовая улица, дом 28"
414,,,"город Москва, улица Бусиновская Горка, дом 2, строение 3"
415,,,"город Москва, город Зеленоград, корпус 1106Е"
416,,,"город Москва, город Зеленоград, корпус 1608"
417,,,"город Москва, город Зеленоград, корпус 1608"
418,,,"город Москва, Харьковская улица, дом 4, корпус 3"
419,,,"город Москва, Медынская улица, дом 5, корпус 7"
420,,,"город Москва, Сумской проезд, дом 23А"
421,,,"город Москва, Кировоградская улица, дом 4, корпус 3А"
422,,,"город Москва, Варшавское шоссе, дом 135Б"
423,,,"город Москва, Касимовская улица, дом 22А"
424,,,"город Москва, Севанская улица, дом 23А"
425,,,"город Москва, Алма-Атинская улица, дом 7, корпус 1"
426,,,"город Москва, улица Маршала Захарова, дом 2"
427,,,"город Москва, улица Маршала Захарова, дом 2"
428,,,"город Москва, Шипиловская улица, дом 25А"
429,,,"город Москва, Россошанская улица, дом 13"
430,,,"город Москва, Лукинская улица, дом 10, строение 2"
431,,,"город Москва, улица Академика Павлова, дом 11, корпус 2"
432,,,"город Москва, Бакунинская улица, дом 69, строение 1"
433,,,"город Москва, Бакунинская улица, дом 69, строение 1"
434,,,"город Москва, поселение Щаповское, посёлок Курилово, Центральная улица, дом 2"
435,,,"город Москва, поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 5"
436,,,"город Москва, город Троицк, Центральная улица, дом 22"
437,,,"город Москва, город Щербинка, Юбилейная улица, дом 8"
438,,,"город Москва, город Московский, Радужная улица, дом 19, корпус 1"
439,,,"город Москва, поселение Кокошкино, дачный посёлок Кокошкино, Дачная улица, дом 10"
440,,,"город Москва, поселение Михайлово-Ярцевское, посёлок Шишкин Лес, дом 1"
441,,,"город Москва, поселение Михайлово-Ярцевское, посёлок Шишкин Лес, дом 6"
442,,,"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 19"
443,,,"город Москва, поселение Роговское, посёлок Рогово, Юбилейная улица, дом 2Б"
444,,,"город Москва, поселение Марушкинское, деревня Марушкино, улица Липовая Аллея, дом 10"
445,,,"город Москва, поселение Новофедоровское, деревня Яковлевское, дом 21"
446,,,"город Москва, город Щербинка, Новостроевская улица, дом 1"
447,,,"город Москва, город Щербинка, Пушкинская улица, дом 3Б"
448,,,"город Москва, город Щербинка, Пушкинская улица, дом 11"
449,,,"город Москва, поселение Десеновское, 6-я Нововатутинская улица, дом 2"
450,,,"город Москва, город Щербинка, Варшавское шоссе, 28-й километр, владение 6, строение 1"
451,,,"город Москва, Малая Филёвская улица, дом 13"
452,,,"город Москва, Малая Филёвская улица, дом 13"
453,,,"город Москва, проспект Маршала Жукова, дом 74, корпус 3"
454,,,"город Москва, Онежская улица, дом 9/4, корпус А"
455,,,"город Москва, Часовая улица, дом 4, корпус 2"
456,,,"город Москва, улица Сергея Эйзенштейна, дом 6"
457,,,"Селигерская улица, дом 16А"
458,,,"город Москва, Пятницкое шоссе, дом 39"
459,,,"город Щербинка, улица Барышевская Роща, дом 20"
460,,,"город Москва, Липецкая улица, дом 52, корпус 1"
461,,,"посёлок Коммунарка, улица Александры Монаховой, дом 96, корпус 2"
462,,,"город Москва, улица Бехтерева, дом 41, корпус 1"
463,,,"город Москва, проспект Маршала Жукова, дом 10"
464,,,"город Москва, Каширское шоссе, дом 142, корпус 1"
465,,,"город Москва, Краснобогатырская улица, дом 75, корпус 1"
466,,,"город Москва, Новокосинская улица, дом 8, корпус 2"
467,,,"город Москва, Суздальская улица, дом 26А"
468,,,"город Москва, Салтыковская улица, дом 45"
469,,,"город Москва, Липецкая улица, дом 32"
470,,,"город Москва, Суздальская улица, дом 42"
471,,,"город Москва, Погонный проезд, дом 7А"
472,,,"город Москва, Суздальская улица, дом 12Б"
473,,,"город Москва, Краснобогатырская улица, дом 87"
474,,,"город Москва, Алтуфьевское шоссе, дом 64"
475,,,"город Москва, улица Бехтерева, дом 41, корпус 1"
476,,,"город Москва, Верхняя улица, дом 3, корпус 2"
477,,,"город Москва, Загорьевский проезд, дом 9/12"
478,,,"город Москва, Иркутская улица, дом 12/14"
479,,,"город Москва, улица Коминтерна, дом 33, корпус 2"
480,,,"город Москва, Лобненская улица, дом 2"
481,,,"город Москва, проспект Мира, дом 173"
482,,,"город Москва, Ивантеевская улица, дом 11"
483,,,"город Москва, проезд Стратонавтов, дом 16, корпус 1"
484,,,"город Москва, Туристская улица, дом 17"
485,,,"город Москва, улица Ферсмана, дом 5, корпус 1"
486,,,"город Москва, Троицкая улица, дом 9, корпус 1"
487,,,"город Москва, улица Литвина-Седого, дом 13, строение 4"
488,,,"город Москва, улица Кржижановского, дом 1/19"
489,,,"город Москва, Шипиловская улица, дом 46, корпус 1, строение 2"
490,,,"город Москва, Бакинская улица, дом 6"
491,,,"город Москва, улица Мусы Джалиля, дом 7, корпус 1"
492,,,"город Москва, Кронштадтский бульвар, дом 30Б"
493,,,"город Москва, Чертановская улица, дом 32, строение 5"
494,,,"город Москва, улица Бориса Галушкина, дом 20"
495,,,"город Москва, Матвеевская улица, дом 42, корпус 2"
496,,,"город Москва, Окружная улица, дом 2"
497,,,"город Москва, Очаковское шоссе, дом 15, корпус 2"
498,,,"город Москва, Щёлковское шоссе, дом 79, корпус 1"
499,,,"город Москва, город Щербинка, Остафьевская улица, дом 5"
500,,,"город Москва, проспект Маршала Жукова, дом 23"
501,,,"город Москва, улица Зои и Александра Космодемьянских, дом 4, строение 2"
502,,,"город Москва, Борисовский проезд, дом 15, корпус 1, строение 2"
503,,,"город Москва, поселение Воскресенское, деревня Губкино, Кронбургская улица, дом 1, корпус 6"
504,,,"поселение Московский, улица Татьянин Парк, дом 13, корпус 1"
505,,,"город Щербинка, Южный квартал, дом 7"
506,,,"город Москва, город Щербинка, улица Барышевская Роща, дом 2"
507,,,"город Москва, Боровая улица, дом 12"
508,,,"город Москва, Судостроительная улица, дом 29"
509,,,"город Москва, улица Михайлова, дом 18, корпус 1"
510,,,"город Москва, Петровско-Разумовский проезд, дом 10"
511,,,"город Москва, Петровско-Разумовский проезд, дом 24, корпус 1"
512,,,"город Москва, улица Фабрициуса, дом 44, корпус 1"
513,,,"город Москва, Флотская улица, дом 46"
514,,,"город Москва, Ярославское шоссе, дом 63"
515,,,"город Москва, Ярославское шоссе, дом 135"
516,,,"город Москва, 3-я Парковая улица, дом 41А, строение 13"
517,,,"город Москва, улица Егора Абакумова, дом 15А"
518,,,"город Москва, улица Орджоникидзе, дом 6/9"
519,,,"город Москва, Федеративный проспект, дом 34, корпус 1"
520,,,"город Москва, улица Адмирала Лазарева, дом 40"
521,,,"город Москва, Ленинский проспект, дом 75А"
522,,,"город Москва, Домодедовская улица, дом 1, корпус 1"
523,,,"город Москва, 1-я Дубровская улица, дом 2Б, корпус 1"
524,,,"город Москва, Измайловский проезд, дом 16, корпус 2"
525,,,"город Москва, Измайловский проезд, дом 24, корпус 1"
526,,,"город Москва, Клинская улица, дом 12"
527,,,"город Москва, Краснобогатырская улица, дом 79"
528,,,"город Москва, Открытое шоссе, дом 21, корпус 4"
529,,,"город Москва, Открытое шоссе, дом 21, корпус 4"
530,,,"город Москва, 7-я Парковая улица, дом 28"
531,,,"город Москва, Чертановская улица, дом 58, корпус 1"
532,,,"город Москва, Старобитцевская улица, дом 21, корпус 2"
533,,,"город Москва, улица Грина, дом 15"
534,,,"город Москва, улица Адмирала Лазарева, дом 40"
535,,,"город Москва, бульвар Дмитрия Донского, дом 16"
536,,,"город Москва, поселение Сосенское, посёлок Коммунарка, Ясная улица, дом 5"
537,,,"город Москва, Скобелевская улица, дом 4"
538,,,"город Москва, Ярославское шоссе, дом 142, корпус 5"
539,,,"город Москва, Ленинский проспект, дом 88"
540,,,"город Москва, Чечёрский проезд, дом 8"
541,,,"город Москва, Пятницкое шоссе, дом 15, корпус 4"
542,,,"город Москва, улица Знаменские Садки, дом 1А"
543,,,"город Москва, Россошанская улица, дом 13, корпус 1"
544,,,"город Москва, Сухонская улица, дом 7А"
545,,,"город Москва, Дмитровское шоссе, дом 5, корпус 1"
546,,,"город Москва, Измайловский бульвар, дом 37"
547,,,"город Москва, улица Куусинена, дом 19, корпус 1"
548,,,"город Москва, Новогиреевская улица, дом 48"
549,,,"город Москва, улица Свободы, дом 45, строение 1"
550,,,"город Москва, улица Фомичёвой, дом 8"
551,,,"город Москва, 3-й Хорошёвский проезд, дом 10"
552,,,"город Москва, Ереванская улица, дом 26, корпус 1"
553,,,"город Москва, Нежинская улица, дом 17, корпус 2"
554,,,"город Москва, улица Удальцова, дом 1"
555,,,"город Москва, улица Годовикова, дом 2А"
556,,,"город Москва, город Щербинка, Юбилейная улица, дом 8"
557,,,"город Москва, город Щербинка, улица Барышевская Роща, дом 22"
