,latitude,longitude,address
159,,,"город Москва, Рублёвское шоссе, дом 38, корпус 1"
160,,,"город Москва, улица Руставели, дом 19"
161,,,"город Москва, улица Генерала Рычагова, дом 14"
162,,,"город Москва, Садовая-Каретная улица, дом 20, строение 1"
163,,,"город Москва, улица Сальвадора Альенде, дом 4, корпус 1"
164,,,"город Москва, 1-й Самотёчный переулок, дом 2, строение 1"
165,,,"город Москва, улица Свободы, дом 30"
166,,,"город Москва, улица Седова, дом 5, корпус 1"
167,,,"город Москва, улица Серпуховский Вал, дом 17"
168,,,"город Москва, улица Симоновский Вал, дом 26, корпус 3"
169,,,"город Москва, Сиреневый бульвар, дом 63"
170,,,"город Москва, Сиреневый бульвар, дом 72"
171,,,"город Москва, Славянский бульвар, дом 9, корпус 1"
172,,,"город Москва, Спартаковская улица, дом 16, корпус 2"
173,,,"город Москва, Ставропольская улица, дом 14"
174,,,"город Москва, Страстной бульвар, дом 4, строение 1"
175,,,"город Москва, 1-й Стрелецкий проезд, дом 3"
176,,,"город Москва, Стрельбищенский переулок, дом 26/9"
177,,,"город Москва, Стрельбищенский переулок, дом 5"
178,,,"город Москва, улица Строителей, дом 7, корпус 1"
179,,,"город Москва, Студёный проезд, дом 36"
180,,,"город Москва, Судостроительная улица, дом 1"
181,,,"город Москва, Судостроительная улица, дом 1"
182,,,"город Москва, Судостроительная улица, дом 26, корпус 1"
183,,,"город Москва, Судостроительная улица, дом 32"
184,,,"город Москва, улица Ивана Сусанина, дом 2, корпус 1"
185,,,"город Москва, улица Сущёвский Вал, дом 69"
186,,,"город Москва, Тайнинская улица, дом 4"
187,,,"город Москва, Ташкентская улица, дом 25, корпус 1"
188,,,"город Москва, 7-я улица Текстильщиков, дом 14"
189,,,"город Москва, Тихорецкий бульвар, дом 2, корпус 1"
190,,,"город Москва, улица Трофимова, дом 23, корпус 1"
191,,,"город Москва, улица Сергия Радонежского, дом 2"
192,,,"город Москва, Туристская улица, дом 1"
193,,,"город Москва, Туристская улица, дом 23"
194,,,"город Москва, Новопесчаная улица, дом 23, корпус 5"
195,,,"город Москва, Университетский проспект, дом 9"
196,,,"город Москва, Университетский проспект, дом 23, корпус 1"
197,,,"город Москва, Уральская улица, дом 17"
198,,,"город Москва, Фрунзенская набережная, дом 40"
199,,,"город Москва, Химкинский бульвар, дом 5"
200,,,"город Москва, Большая Черкизовская улица, дом 9, корпус 1"
201,,,"город Москва, Большая Черкизовская улица, дом 16/2"
202,,,"город Москва, Большая Черкизовская улица, дом 26, корпус 6"
203,,,"город Москва, Хабаровская улица, дом 9"
204,,,"город Москва, Чертановская улица, дом 54, корпус 1"
205,,,"город Москва, улица Чугунные Ворота, дом 3, корпус 1"
206,,,"город Москва, Чусовская улица, дом 2"
207,,,"город Москва, улица Шаболовка, дом 63, корпус 1"
208,,,"город Москва, Шелепихинское шоссе, дом 17, корпус 1"
209,,,"город Москва, Шмитовский проезд, дом 18"
210,,,"город Москва, Шмитовский проезд, дом 35, строение 1"
211,,,"город Москва, Щёлковское шоссе, дом 12, корпус 1"
212,,,"город Москва, улица Щепкина, дом 64, строение 2"
213,,,"город Москва, Щербаковская улица, дом 32/7"
214,,,"город Москва, Энергетическая улица, дом 3"
215,,,"город Москва, Энергетическая улица, дом 13"
216,,,"город Москва, шоссе Энтузиастов, дом 50"
217,,,"город Москва, шоссе Энтузиастов, дом 66/1"
218,,,"город Москва, улица Юных Ленинцев, дом 43/33"
219,,,"город Москва, Ясногорская улица, дом 13, корпус 1"
220,,,"город Москва, город Зеленоград, корпус 1204"
221,,,"город Москва, Суздальская улица, дом 12, корпус 1"
222,,,"город Москва, Митинская улица, дом 50"
223,,,"город Москва, Инженерная улица, дом 15"
224,,,"город Москва, Дубравная улица, дом 40"
225,,,"город Москва, улица Генерала Кузнецова, дом 16, корпус 1"
226,,,"город Москва, улица Генерала Кузнецова, дом 15, корпус 1"
227,,,"город Москва, 3-я Рыбинская улица, дом 1"
228,,,"город Москва, улица Земляной Вал, дом 38-40/15, строение 9"
229,,,"город Москва, Первомайская улица, дом 69"
230,,,"город Москва, Тарханская улица, дом 6"
231,,,"город Москва, улица Перерва, дом 58"
232,,,"город Москва, Братиславская улица, дом 27, корпус 1"
233,,,"город Москва, Скобелевская улица, дом 23"
234,,,"город Москва, бульвар Дмитрия Донского, дом 11"
235,,,"город Москва, Азовская улица, дом 21"
236,,,"город Москва, Валовая улица, дом 21, корпус 125"
237,,,"город Москва, улица Намёткина, дом 9"
238,,,"город Москва, улица Академика Анохина, дом 60"
239,,,"город Москва, Уваровский переулок, дом 10"
240,,,"город Москва, город Зеленоград, корпус 1824"
241,,,"город Москва, улица Павла Андреева, дом 4"
242,,,"город Москва, Высоковольтный проезд, дом 1, корпус 1"
243,,,"город Москва, Детская улица, дом 19"
244,,,"город Москва, Сокольническая площадь, дом 9"
245,,,"город Москва, город Щербинка, Симферопольское шоссе, дом 8"
246,,,"город Москва, бульвар Маршала Рокоссовского, дом 6, корпус 1"
247,,,"город Москва, Ташкентская улица, дом 31"
248,,,"город Москва, улица Островитянова, дом 11, корпус 1"
249,,,"город Москва, улица Академика Пилюгина, дом 4"
250,,,"город Москва, улица Академика Виноградова, дом 1"
251,,,"город Москва, Ломоносовский проспект, дом 29, корпус 3"
252,,,"город Москва, проспект Вернадского, дом 105, корпус 4"
253,,,"город Москва, Мичуринский проспект, дом 26"
254,,,"город Москва, улица Крылатские Холмы, дом 37"
255,,,"город Москва, Воротынская улица, дом 13/2"
256,,,"город Москва, Пятницкое шоссе, дом 21"
257,,,"город Москва, Петрозаводская улица, дом 15, корпус 5"
258,,,"город Москва, 1-й Нагатинский проезд, дом 11, корпус 2"
259,,,"город Москва, Производственная улица, дом 2"
260,,,"город Москва, Чистопрудный бульвар, дом 1А"
261,,,"город Москва, Нижегородская улица, дом 25"
262,,,"город Москва, поселение Внуковское, улица Лётчика Ульянина, дом 6"
263,,,"город Москва, поселение Вороновское, посёлок ЛМС, микрорайон ""Центральный"", дом 32"
264,,,"город Москва, поселение Десеновское, Офицерская улица, дом 20"
265,,,"город Москва, поселение Десеновское, Офицерская улица, дом 3"
266,,,"город Москва, поселение Вороновское, деревня Безобразово, строение 1"
267,,,"город Москва, город Щербинка, Спортивная улица, дом 2"
268,,,"город Москва, город Троицк, улица Полковника Милиции Курочкина, дом 17"
269,,,"город Москва, город Троицк, Фабричная площадь, дом 5"
270,,,"город Москва, город Щербинка, улица 40 лет Октября, дом 15/1"
271,,,"город Москва, город Щербинка, Остафьевская улица, дом 1"
272,,,"город Москва, поселение Краснопахорское, село Красная Пахра, дом 3"
273,,,"город Москва, поселение Краснопахорское, село Красная Пахра, дом 5"
274,,,"город Москва, поселение Краснопахорское, село Красная Пахра, дом 9"
275,,,"город Москва, поселение Киевский, рабочий посёлок Киевский, дом 4"
276,,,"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 23"
277,,,"город Москва, город Московский, 3-й микрорайон, дом 1"
278,,,"город Москва, поселение Первомайское, посёлок Птичное, Лесная улица, дом 73"
279,,,"город Москва, поселение Сосенское, улица Александры Монаховой, дом 97"
280,,,"город Москва, поселение Марушкинское, деревня Власово, Луговая улица, дом 4"
281,,,"город Москва, поселение Сосенское, посёлок Коммунарка, дом 10"
282,,,"город Москва, Беломорская улица, дом 18А, корпус 1"
283,,,"город Москва, улица Грина, дом 1Г"
284,,,"город Москва, улица Вавилова, дом 66, строение 2"
285,,,"город Москва, улица Щипок, дом 2"
286,,,"город Москва, улица Старый Гай, дом 8Б"
287,,,"город Москва, Азовская улица, дом 18"
288,,,"город Москва, улица Винокурова, дом 22"
289,,,"город Москва, улица Молодцова, дом 21"
290,,,"город Москва, проспект Маршала Жукова, дом 53, корпус 1"
291,,,"город Москва, улица Покровка, дом 17, строение 1"
292,,,"город Москва, Старая Басманная улица, дом 38/2, строение 1"
293,,,"город Москва, город Зеленоград, корпус 317А, строение 1"
294,,,"город Москва, Балаклавский проспект, дом 2, корпус 4"
295,,,"город Москва, улица Академика Янгеля, дом 6, корпус 1"
296,,,"город Москва, Литовский бульвар, дом 44"
297,,,"город Москва, улица Академика Варги, дом 4А"
298,,,"город Москва, улица Академика Пилюгина, дом 26Б"
299,,,"город Москва, улица Тёплый Стан, дом 1А"
300,,,"город Москва, улица Шверника, дом 13, корпус 1"
301,,,"город Москва, улица Шверника, дом 13, корпус 1"
302,,,"город Москва, Симферопольский бульвар, дом 4"
303,,,"город Москва, Большая Академическая улица, дом 35, строение 1"
304,,,"город Москва, Дубнинская улица, дом 32"
305,,,"город Москва, Уральская улица, дом 5А"
306,,,"город Москва, улица Мичуринский Проспект, Олимпийская Деревня, дом 4, корпус 2"
307,,,"город Москва, улица Новаторов, дом 16"
308,,,"город Москва, Чонгарский бульвар, дом 24"
309,,,"город Москва, улица Каховка, дом 19, строение 1"
310,,,"город Москва, Нагорная улица, дом 37"
311,,,"город Москва, 3-я Богатырская улица, дом 1, корпус 1"
312,,,"город Москва, Щёлковское шоссе, дом 30"
313,,,"город Москва, Сиреневый бульвар, дом 23А"
314,,,"город Москва, Щёлковский проезд, дом 13"
315,,,"город Москва, Щёлковское шоссе, дом 82"
316,,,"город Москва, Веерная улица, дом 24Г"
317,,,"город Москва, Попутная улица, дом 6"
318,,,"город Москва, Домостроительная улица, дом 1, корпус 1"
319,,,"город Москва, проезд Шокальского, дом 25, корпус 2"
320,,,"город Москва, Алтуфьевское шоссе, дом 98, корпус 1"
321,,,"город Москва, Волочаевская улица, дом 12А, строение 1А"
322,,,"город Москва, Юрьевский переулок, дом 16А"
323,,,"город Москва, Снайперская улица, дом 9Б"
324,,,"город Москва, Вешняковская улица, дом 12Г"
325,,,"город Москва, Вешняковская улица, дом 17А"
326,,,"город Москва, Вешняковская улица, дом 29А"
327,,,"город Москва, Саянская улица, дом 10А"
328,,,"город Москва, Саянская улица, дом 4Б"
329,,,"город Москва, Вешняковская улица, дом 12А"
330,,,"город Москва, Ореховый бульвар, дом 61, корпус 2"
331,,,"город Москва, Шипиловский проезд, дом 65, корпус 1"
332,,,"город Москва, Ереванская улица, дом 17, строение 1"
333,,,"город Москва, Каширское шоссе, дом 118, корпус 2"
334,,,"город Москва, улица Генерала Белова, дом 5"
335,,,"город Москва, Весёлая улица, дом 33"
336,,,"город Москва, Михневская улица, дом 7, корпус 2, строение 1"
337,,,"город Москва, улица Бехтерева, дом 27"
338,,,"город Москва, Алма-Атинская улица, дом 3, корпус 1А"
339,,,"город Москва, улица Генерала Белова, дом 43, корпус 2"
340,,,"город Москва, проспект Андропова, дом 48"
341,,,"город Москва, Ярославское шоссе, дом 10"
342,,,"город Москва, проспект Мира, дом 196, строение 1"
343,,,"город Москва, проезд Русанова, дом 25"
344,,,"город Москва, улица Цандера, дом 8"
345,,,"город Москва, Можайское шоссе, дом 13"
346,,,"город Москва, Инициативная улица, дом 11"
347,,,"город Москва, Сколковское шоссе, дом 27"
348,,,"город Москва, Минская улица, дом 5"
349,,,"город Москва, Рязанский проспект, дом 46"
350,,,"город Москва, Самаркандский бульвар, дом 8"
351,,,"город Москва, улица Юных Ленинцев, дом 101"
352,,,"город Москва, Ферганский проезд, дом 10А, строение 3"
353,,,"город Москва, улица Маршала Голованова, дом 5"
354,,,"город Москва, Донецкая улица, дом 2А"
355,,,"город Москва, 5-й квартал Капотня, дом 11, строение 2"
356,,,"город Москва, Донецкая улица, дом 23, строение 2"
357,,,"город Москва, улица Мельникова, дом 7, строение 1"
358,,,"город Москва, Волгоградский проспект, дом 3-5, строение 2"
359,,,"город Москва, Волгоградский проспект, дом 10, строение 2"
360,,,"город Москва, Нижегородская улица, дом 9Г, строение 1"
361,,,"город Москва, улица Рогожский Вал, дом 6, корпус 2"
362,,,"город Москва, Матвеевская улица, дом 20, корпус 3"
363,,,"город Москва, проспект Мира, дом 95, строение 2"
364,,,"город Москва, Северный бульвар, дом 17Б"
365,,,"город Москва, Широкая улица, дом 24Б"
366,,,"город Москва, Ясный проезд, дом 6"
367,,,"город Москва, улица Бестужевых, дом 7, строение 1"
368,,,"город Москва, улица Лескова, дом 3Г"
369,,,"город Москва, Бойцовая улица, дом 22, строение 1"
370,,,"город Москва, 15-я Парковая улица, дом 50"
371,,,"город Москва, 11-я Парковая улица, дом 49, строение 3"
372,,,"город Москва, Щербаковская улица, дом 53, строение 1"
373,,,"город Москва, Зелёный проспект, владение 24А, строение 1"
374,,,"город Москва, Лухмановская улица, дом 2"
375,,,"город Москва, Лухмановская улица, дом 3"
376,,,"город Москва, улица Хлобыстова, дом 19"
377,,,"город Москва, Зеленодольская улица, дом 25"
378,,,"город Москва, Белореченская улица, дом 36, корпус 3"
379,,,"город Москва, Покровская улица, дом 25"
380,,,"город Москва, улица Саморы Машела, дом 4"
381,,,"город Москва, Новочерёмушкинская улица, дом 21А"
382,,,"город Москва, Южнобутовская улица, дом 97"
383,,,"город Москва, Куликовская улица, дом 5"
384,,,"город Москва, площадь Победы, дом 2, корпус 1, сооружение 1"
385,,,"город Москва, Можайское шоссе, дом 45А"
386,,,"город Москва, улица Генерала Белобородова, дом 12, корпус 1"
387,,,"город Москва, улица Барышиха, дом 26, корпус 1"
388,,,"город Москва, Клинская улица, дом 6, строение 5"
389,,,"город Москва, Хорошёвское шоссе, дом 15"
390,,,"город Москва, Зеленоградская улица, дом 25А, строение 3"
391,,,"город Москва, улица Костякова, дом 8"
392,,,"город Москва, улица 800-летия Москвы, владение 14, строение 1Б/Н"
393,,,"город Москва, город Зеленоград, корпус 1825"
394,,,"город Москва, микрорайон Северное Чертаново, дом 5, корпус Г"
395,,,"город Москва, Старокаширское шоссе, дом 2, корпус 2"
396,,,"город Москва, Чертановская улица, дом 9, строение 1"
397,,,"город Москва, Шипиловский проезд, владение 39, строение 3"
398,,,"город Москва, Варшавское шоссе, дом 87Б"
399,,,"город Москва, Дорожная улица, дом 7"
400,,,"город Москва, Загорьевская улица, дом 13"
401,,,"город Москва, Лебедянская улица, дом 34"
402,,,"город Москва, улица Борисовские Пруды, дом 10"
403,,,"город Москва, 6-я улица Лазенки, дом 2, строение 14"
404,,,"город Москва, улица Скульптора Мухиной, дом 2А"
405,,,"город Москва, Кожевническая улица, дом 7, строение 1"
406,,,"город Москва, улица Золоторожский Вал, дом 42"
407,,,"город Москва, Бакунинская улица, дом 26, сооружение 1"
408,,,"город Москва, улица Фридриха Энгельса, дом 20, строение 2"
409,,,"город Москва, поселение Вороновское, село Вороново, строение 1"
410,,,"город Москва, поселение Первомайское, деревня Фоминское, Уральская улица, дом 3"
411,,,"город Москва, поселение Сосенское, деревня Зименки, Садовая улица, дом 1, корпус 1"
412,,,"город Москва, поселение Вороновское, село Вороново, дом 123Б"
413,,,"город Москва, поселение Киевский, рабочий посёлок Киевский, дом 31"
414,,,"город Москва, поселение Марушкинское, посёлок Совхоза ""Крёкшино"", Озёрная улица, владение 6, строение 2"
415,,,"город Москва, поселение Сосенское, посёлок Коммунарка, Ясная улица, дом 1"
416,,,"город Москва, поселение Сосенское, посёлок Коммунарка, Лазурная улица, дом 14"
417,,,"город Москва, поселение Роговское, посёлок Рогово, Юбилейная улица, дом 1Б"
418,,,"город Москва, поселение Михайлово-Ярцевское, посёлок Шишкин Лес, дом 34"
419,,,"город Москва, поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 35"
420,,,"город Москва, поселение Краснопахорское, село Красное, улица Строителей, дом 6"
421,,,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 11"
422,,,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Липовый Парк, дом 6"
423,,,"город Москва, поселение Вороновское, деревня Ясенки, дом 38Б"
424,,,"город Москва, поселение Первомайское, посёлок Первомайское, Рабочая улица, дом 10"
425,,,"город Москва, поселение Щаповское, посёлок Щапово, дом 58"
426,,,"город Москва, поселение Кокошкино, дачный посёлок Кокошкино, Школьная улица, дом 12"
427,,,"город Москва, поселение Михайлово-Ярцевское, посёлок Шишкин Лес, дом 10"
428,,,"город Москва, поселение Рязановское, посёлок Знамя Октября, дом 31, строение 3"
429,,,"город Москва, поселение Рязановское, посёлок Ерино, дом 4"
430,,,"город Москва, поселение Рязановское, посёлок Фабрики имени 1 Мая, дом 1"
431,,,"город Москва, поселение Краснопахорское, село Былово, дом 1"
432,,,"город Москва, поселение Щаповское, село Ознобишино, дом 30"
433,,,"город Москва, поселение Щаповское, посёлок Щапово, дом 53"
434,,,"город Москва, поселение Сосенское, ж/к ""Дубровка"", Сосновая улица, дом 15"
435,,,"город Москва, поселение Новофедоровское, деревня Яковлевское, дом 21"
436,,,"город Москва, поселение Внуковское, улица Бориса Пастернака, дом 17"
437,,,"город Москва, поселение Марушкинское, деревня Давыдково, дом 116А"
438,,,"город Москва, город Щербинка, Пушкинская улица, дом 25"
439,,,"город Москва, поселение Первомайское, посёлок Птичное, Центральная улица, дом 99, строение 1"
440,,,"город Москва, поселение Сосенское, улица Александры Монаховой, дом 95, корпус 3"
441,,,"город Москва, город Троицк, Академическая площадь, дом 5"
442,,,"город Москва, поселение Первомайское, Рабочая улица, дом 1"
443,,,"город Москва, поселение Роговское, деревня Кресты, дом 1"
444,,,"город Москва, поселение ""Мосрентген"", Калужское шоссе, 22-й километр, домовладение 8, строение 1"
445,,,"город Москва, 1-я Рейсовая улица, дом 12, корпус 1"
446,,,"Мытная улица, дом 46/2, строение 5"
447,,,"город Москва, Рождественская улица, дом 29"
448,,,"город Москва, Рождественская улица, дом 29"
449,,,"город Москва, улица Плеханова, дом 20"
450,,,"город Москва, Алтуфьевское шоссе, дом 89"
451,,,"город Москва, Салтыковская улица, дом 15А"
452,,,"город Москва, Новокосинская улица, дом 22"
453,,,"город Москва, Щёлковское шоссе, дом 21, корпус 2"
454,,,"город Москва, Веерная улица, дом 4, корпус 2"
455,,,"город Москва, улица Островитянова, дом 18"
456,,,"город Москва, улица Брусилова, дом 41"
457,,,"город Москва, улица Годовикова, дом 2"
458,,,"город Москва, Клязьминская улица, дом 32"
459,,,"город Москва, Большая Косинская улица, дом 16, корпус 1"
460,,,"город Москва, Подъёмная улица, дом 10"
461,,,"город Москва, набережная Тараса Шевченко, дом 3"
462,,,"город Москва, Большая Набережная улица, дом 9"
463,,,"город Москва, Профсоюзная улица, дом 122"
